Date,Tweet,City,Country,Order
Fri Mar 30 18:57:28 +0000 2018,"  ""Put it on my mother, I'm a jiggy muthaf**ka/Pull up with a red bone like my name is Donald Glover/Hit 'em up I feel like Tupac an…",none,none,521
Fri Mar 30 18:57:29 +0000 2018,Im really only trying to get over this flu to give my man some head lmfao ,none,none,522
Fri Mar 30 18:57:47 +0000 2018,Da Mums got Man Flu! She got it from da Dad! He’s in da dog house ,none,none,523
Fri Mar 30 18:57:55 +0000 2018,"A sinus infection, strep throat, and the flu but you best bet I’m still going to be at Joe B’s Sunday ",none,none,524
Fri Mar 30 18:57:58 +0000 2018,"  Lexington area restaurants show their solidarity with teachers after Ky Leg pension vote and Friday's ""sewage flu."" ",Hull,none,525
Fri Mar 30 18:58:01 +0000 2018,"So I guess food poisoning is supposed to go away pretty quickly, I'm in like hour 6 with little improvement, so I might have the stomach flu?  Either way I'm 100% pissed, vacation is in shambles",none,none,526
Fri Mar 30 18:58:04 +0000 2018,  HIM: I’m so excited for Easter.  HER: Me too I have egg fever.  HIM: Haha egg fever? Well I have the bunny flu.  ME: {dr…,none,none,527
Fri Mar 30 18:59:40 +0000 2018,  Only in America people die because they can't afford the coverage.   North Texas teacher dies after getting the flu htt…,none,none,528
Fri Mar 30 19:00:01 +0000 2018,"Can’t go broke , I done caught the rich nigga flu ",none,none,529
Fri Mar 30 19:00:03 +0000 2018,  I have the flu and MY FATHER doesn’t want anything to do with me.....I just wanted a hug. ,none,none,530
Fri Mar 30 19:00:27 +0000 2018,"Flu is still hanging around in some regions, CDC warns — CNN ",none,none,531
Fri Mar 30 19:00:56 +0000 2018,  Going to Try and stream some fortnite while having the flu come and chill  stream will start soon,none,none,532
Fri Mar 30 19:01:04 +0000 2018, Louise’s flu song. Not the forgiving type? I love that one.,none,none,533
Fri Mar 30 19:01:14 +0000 2018,"   I never believed it anyway! My high school history teacher(who is now hardcore liberal, go figure) told us…",none,none,534
Fri Mar 30 19:01:26 +0000 2018,I’m finally 100% recovered from the flu!!! It kicked my ass man. I feel like partying lol,none,none,535
Fri Mar 30 19:01:58 +0000 2018,"  Millions of Americans can't stay home with the flu, so it spreads  ",none,none,536
Fri Mar 30 19:02:11 +0000 2018,"  ""Put it on my mother, I'm a jiggy muthaf**ka/Pull up with a red bone like my name is Donald Glover/Hit 'em up I feel like Tupac an…",none,none,537
Fri Mar 30 19:02:20 +0000 2018,I've managed to complete a little more on the leopard this week XD  I was hoping to have this ready for this last Tuesday but a slight stomach flu has blown my productivity out of the water.    #Art #Painting #Digital #Photoshop #Realism #Animal #Leopard #WIP ,none,none,538
Fri Mar 30 19:02:46 +0000 2018,"   I never believed it anyway! My high school history teacher(who is now hardcore liberal, go figure) told us…",none,none,539
Fri Mar 30 19:03:32 +0000 2018, Well my mum's name isn't Kathryn. But I do hope that kathyrn isn't given any wrong treatments because of my mum's blood samples or flu swabs,none,none,540
Fri Mar 30 19:04:07 +0000 2018,Soo I got the flu ,none,none,541
Fri Mar 30 19:04:15 +0000 2018,Flu and this stuffy nose,none,none,542
Fri Mar 30 19:04:53 +0000 2018,"I have flu, some advices?",none,none,543
Fri Mar 30 19:05:16 +0000 2018,  I’m BACK!   Man flu - ,none,none,544
Fri Mar 30 19:05:31 +0000 2018,I feel full of flu.,none,none,545
Fri Mar 30 19:07:18 +0000 2018,Spent too much time with Ria and she has flu. I can feel it creeping in on me ,none,none,546
Fri Mar 30 19:07:21 +0000 2018,"Hi, I’m Han, I blog at  and I’m currently reading The Smoke Thieves by Sally Green. I’ve had a nasty flu this week, but feeling much better. Book Title right now: Flat Stanley #UKYACHAT ",none,none,547
Fri Mar 30 19:07:22 +0000 2018," No. Tickling in throat and headache. Early flu symptoms, don't want to risk infecting everyone.",none,none,548
Fri Mar 30 19:07:41 +0000 2018,"CDC warns of 2nd wave of flu hitting US, ",none,none,549
Fri Mar 30 19:07:43 +0000 2018,IVE BEEN TRYING TO TELL YOU GUYS ,none,none,550
Fri Mar 30 19:07:58 +0000 2018,"Everything is conspiring against me to produce the shittiest of ends to March that i could possibly have on the patch. 1: Struck down with a flu type virus. 2:  Shift work 27th-29th on days so no chance there. 3: Pissing down with rain today,so no birding before night shift. ",none,none,551
Fri Mar 30 19:09:19 +0000 2018,"  Dr: I’m sorry sir, it seems you have the extremely virulent Spanish Flu.  Me: Is it treatable with meds?  Dr: Yes, we just ha…",none,none,552
Fri Mar 30 19:10:08 +0000 2018, yeah she tweeted at my other account saying that it was just a really bad winter and I guess she got the flu ,none,none,553
Fri Mar 30 19:10:58 +0000 2018,Yeet lets start spring break by getting sent home early with the flu,none,none,554
Fri Mar 30 19:11:08 +0000 2018,  So here's what I've been working on and off (due to the flu) since the start of 2018. My first finished animation done…,none,none,555
Fri Mar 30 19:11:45 +0000 2018,fuck the flu,none,none,556
Fri Mar 30 19:12:18 +0000 2018,I super love it when I think I’m having an anxiety attack and then it turns out that I really just need to throw up cuz “stomach flu”.  Started by vomiting in a parking lot last night and it all went downhill from there. ,none,none,557
Fri Mar 30 19:12:20 +0000 2018,"When you’re in bed with the flu or grieving the loss of a loved one, your dog seems to understand your emotions in a way that doesn’t require words:   #Dogs #TheDogsWay #Emotions ",none,none,558
Fri Mar 30 19:12:49 +0000 2018,"When you’re in bed with the flu or grieving the loss of a loved one, your dog seems to understand your emotions in a way that doesn’t require words:   #Dogs #DakPets #Emotions ",none,none,559
Fri Mar 30 19:14:09 +0000 2018,"  Lexington area restaurants show their solidarity with teachers after Ky Leg pension vote and Friday's ""sewage flu."" ",none,none,560
Fri Mar 30 19:14:27 +0000 2018,“Even on my worst day you can get the flu game ” go head young bull ,none,none,561
Fri Mar 30 19:15:16 +0000 2018,"After food poisoning and the flu that's made me surely loose some pounds (haven't eaten much in 5 days I'm starving) I've just started detox juices. Just drank a total of 3 oranges, kiwis, 5 carrots, 2 apples. Feeling a bit better.",none,none,562
Fri Mar 30 19:15:45 +0000 2018,God the flu sucks...,Atco,none,563
Fri Mar 30 19:15:47 +0000 2018,"Durban heat, humidity plus aircon=disaster and pending flu. So it’s a night in for me ",none,none,565
Fri Mar 30 19:16:23 +0000 2018,Just spent half my day in the ER because I have viral vertigo as an aftereffect of the flu I just got over. Yay.,none,none,566
Fri Mar 30 19:16:57 +0000 2018,I can’t even with this thread. Home with the flu and laughing/coughing so hard I fear I shall choke. ,none,none,567
Fri Mar 30 19:16:59 +0000 2018,  HIM: I’m so excited for Easter.  HER: Me too I have egg fever.  HIM: Haha egg fever? Well I have the bunny flu.  ME: {dr…,none,none,568
Fri Mar 30 19:17:25 +0000 2018,The flu absolutely sucks but I’m down 8lbs so this may be my new spring diet plan,none,none,569
Fri Mar 30 19:18:03 +0000 2018,I literally though this flu was gonna kill me,none,none,570
Sat Mar 31 21:45:04 +0000 2018,I need this fever/flu to go away already. It’s been almost a week having it ,none,none,571
Sat Mar 31 21:45:17 +0000 2018,"  If anyone has a good flu I can have before spring break lmk I’m trying to lose a lil weight. Looking for a stomach flu, not…",none,none,572
Sat Mar 31 21:47:31 +0000 2018,  well bitch i got the flu ,none,none,573
Sat Mar 31 21:47:49 +0000 2018,  Flu game W,none,none,574
Sat Mar 31 21:47:49 +0000 2018,"Having the stomach flu sucks. Like you're all hype for food but then you realize half way while your eating it, your getting even more sick in your stomach. ",none,none,575
Sat Mar 31 21:47:51 +0000 2018," Fighting the Flu, but will do so while rooting and cheering these dudes on from Elizabeth City, NC #GoBlue",none,none,576
Sat Mar 31 21:47:52 +0000 2018,  MY FIRST ELITE RUN EVER!!! DIDNT PLAN ON IT AT ALL! WHO KNEW HAVING THE FLU WOULDVE GOTTEN ME THIS ELITE!!  #mfuk ht…,none,none,577
Sat Mar 31 21:47:53 +0000 2018,"  I love how the paint reacts to this paper ( Strathmore Visual Art Journals, Mixed Media... has got to be my…",none,none,578
Sat Mar 31 21:48:04 +0000 2018,Fever.sore joints.some stuffiness. Chest sore from.coughing.tired. seems I have managed to catch the flu,none,none,579
Sat Mar 31 21:48:07 +0000 2018,"                                                 OH NO!!! YOU have the flu!! Oh, I am so sorry. I am heading over to bring you some chicken noodle soup.. I hope you feel better soon!!!  ",none,none,580
Sat Mar 31 21:48:21 +0000 2018,Got the flu shot but got the flu twice this year like are u kidding me what a waste of money,none,none,581
Sat Mar 31 21:48:36 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,582
Sat Mar 31 21:48:54 +0000 2018," And basic compassion. Hell, you’d get more time off with the flu.",none,none,583
Sat Mar 31 21:48:59 +0000 2018,Pretty sure I have the flu ,none,none,584
Sat Mar 31 21:49:00 +0000 2018," You must be thinking of some other daycare dragon! When I have the draconic polymorphic flu, I make sure to close all the entrances to my lair and curl up with a mound of plushies and warm soup until I feel better",none,none,585
Sat Mar 31 21:49:21 +0000 2018,"Hows it going? — I'm okay, thanks for asking! I woke up sick this morning - stomach flu I believe it's called in E... ",none,none,586
Sat Mar 31 21:51:17 +0000 2018,"Oh my gosh, noooooo. Add the FLU to my disastrous life. I had the shot!",none,none,587
Sat Mar 31 21:51:18 +0000 2018,Easter - alone with the flu.,none,none,588
Sat Mar 31 21:51:56 +0000 2018,"#H1N1 Flu is still hanging around in some regions, CDC warns -  ",none,none,589
Sat Mar 31 21:52:06 +0000 2018,"#H1N1 Flu is still hanging around in some regions, CDC warns -  ",none,none,590
Sat Mar 31 21:52:31 +0000 2018,  having the flu is no joke,none,none,591
Sat Mar 31 21:53:06 +0000 2018,Have an awful chest infection and flu  being pregnant and this ill is horrendous ,none,none,592
Sat Mar 31 21:53:21 +0000 2018,"  I know this is redundant, but this flu sucks. My poor baby. #feverforfivedays..",none,none,593
Sat Mar 31 21:53:30 +0000 2018,"  What the hell, why do we tolerate this crap from the right? These degenerates should have been shaken off like a bad f…",none,none,594
Sat Mar 31 21:54:35 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,595
Sat Mar 31 21:55:26 +0000 2018,My flu is leaving finally,none,none,596
Sat Mar 31 21:56:41 +0000 2018,i was finally starting to feel better and i caught a flu bug or something. living my best life!,none,none,597
Sat Mar 31 21:57:01 +0000 2018," Not that I know of, but you can be genetically predisposed to getting it.  I know the flu, cold, strep throat and mono are contagious",none,none,598
Sat Mar 31 21:57:17 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,599
Sat Mar 31 21:58:22 +0000 2018,Guess who has the flu with 103.2 fever.....this guy,none,none,600
Sat Mar 31 21:58:25 +0000 2018, My kids got that flu,none,none,601
Sat Mar 31 21:58:50 +0000 2018,"  I’m still alive guys, I can’t shake this flu off I’ve legit been sick for 2 weeks",none,none,602
Sat Mar 31 21:59:00 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,603
Sat Mar 31 22:00:46 +0000 2018,Oh snap. So I got the flu today hence why I have been quiet but roommate went to the store for… ,none,none,604
Sat Mar 31 22:01:50 +0000 2018, It's not this horrible flu? If it's an infectious disease you stick to that formula. If it's not you have got to tell me what it is otherwise I can't give advice,Raleigh,none,605
Sat Mar 31 22:01:57 +0000 2018,"  With Ms.Socal battling the flu and not feeling good or sexy, remind her how sexy she is! A few from my personal collectio…",none,none,606
Sat Mar 31 22:02:13 +0000 2018,"i can feel this stomach flu slowly creeping up on me and it’s the last thing i need right now, no thanks mister next please",none,none,607
Sat Mar 31 22:02:49 +0000 2018,  With just two months until winter the flu season is almost upon us. Some doctors are now warning it could be too early to…,none,none,608
Sat Mar 31 22:03:36 +0000 2018,The CDC Is Warning That A Second Wave Of The Flu Is Just Starting ,none,none,609
Sat Mar 31 22:04:10 +0000 2018,CDC warning: Parents of young children need to be vigilant of 2nd wave of flu virus–B strain  ,none,none,610
Sat Mar 31 22:04:21 +0000 2018,So I got the flu for Easter,none,none,611
Sat Mar 31 22:04:40 +0000 2018,Pretty sure my flu is transitioning into pneumonia so yeay for me,none,none,612
Sat Mar 31 22:05:23 +0000 2018,I have the flu and i feel like I’m dying.. pls help me,none,none,613
Sat Mar 31 22:06:03 +0000 2018,"When you make it home after somehow, by some miracle getting through the last two shows with flu. ",Forest Acres,none,614
Sat Mar 31 22:06:27 +0000 2018,  With just two months until winter the flu season is almost upon us. Some doctors are now warning it could be too early to…,none,none,615
Sat Mar 31 22:06:34 +0000 2018,"And, I'm finally almost over this flu round 2 nonsense!",none,none,616
Sat Mar 31 22:07:14 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,617
Sat Mar 31 22:07:37 +0000 2018,"  I’m still alive guys, I can’t shake this flu off I’ve legit been sick for 2 weeks",none,none,618
Sat Mar 31 22:08:24 +0000 2018,  You have chlamydia ,none,none,619
Sat Mar 31 22:09:21 +0000 2018,"Flu is still hanging around in some regions, CDC warns - CNN ",none,none,620
Sat Mar 31 22:09:24 +0000 2018,"Flu is still hanging around in some regions, CDC warns ",none,none,621
Sat Mar 31 22:09:54 +0000 2018,I think my shit went from dormant to flu like symptoms last week,none,none,622
Sat Mar 31 22:10:34 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,623
Sat Mar 31 22:10:57 +0000 2018,"4 day bank holiday weekend, and I’ve caught the flu, WHY ME? ",Alafaya,none,624
Sat Mar 31 22:12:00 +0000 2018,The flu used to be a likely death sentence in Eagle County. ,none,none,625
Sat Mar 31 22:12:42 +0000 2018,thankful for this guy for taking care of me when I am down with the flu  ,none,none,626
Sat Mar 31 22:12:46 +0000 2018,"Was feeling ill today at work, told my manager. He said drink plenty of water but I ended up leaving.  He then asks my coworker if I was sick or just hungover.   Went to urgent care to found I have the flu.   Should I address the belittling comment w. my manager or let it ride?",none,none,627
Sat Mar 31 22:12:59 +0000 2018,   I am so sick!!! I can't go!! Was supposed to go last night and am heartbroken!! Have the flu ,none,none,628
Sat Mar 31 22:14:14 +0000 2018," Rope a dope, I got man flu, man ",none,none,629
Sat Mar 31 22:14:18 +0000 2018,Well it seems like I've come down with the flu. Going to be out of commission for awhile,none,none,630
Sat Mar 31 22:14:34 +0000 2018,"Flu is still hanging around in some regions, CDC warns - CNN ",none,none,631
Sat Mar 31 22:16:05 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,632
Sat Mar 31 22:16:57 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,633
Sat Mar 31 22:17:22 +0000 2018,   #TWDtrivia Time   S4E8: “Too Far Gone”  Maggie chats with Glenn as he is recovering from the prison flu. They dream o…,none,none,634
Sat Mar 31 22:18:33 +0000 2018,#TrekBookClub I’m sort to tap out of the ASIT discussion but I have the flu &amp; and am barely lucid. Hopefully I’ll feel better tomorrow &amp; can catch up then. ,none,none,635
Sat Mar 31 22:20:00 +0000 2018,"The CDC warns parents that a second wave of the flu virus is spreading, but this time it's the B strain – a strain that can be more severe for younger children:  ",none,none,636
Sat Mar 31 22:20:18 +0000 2018,Shout out to me for getting the flu,none,none,637
Sat Mar 31 22:20:33 +0000 2018,When I told my dad I took a detox bath when I had the flu he made fun of me..... now he's sick and look  ,none,none,638
Sat Mar 31 22:20:54 +0000 2018,"Sick again! Hoping it’s a cold and not the flu. Flu season is over, right? ",none,none,639
Sat Mar 31 22:21:05 +0000 2018,We haven't gone to Easter mass as we're all getting a darn flu/  cold and headaches :/ but we'll prise once all the kids are home. Amen ,none,none,640
Sat Mar 31 22:21:04 +0000 2018,is the roxy flu back? must be #canucks,none,none,641
Sat Mar 31 22:21:36 +0000 2018,Good luck in the semifinals tonight to both  and    Doubt I'll be watching as either the flu or food poisoning has me down and out. Just win boys!,none,none,642
Sun Apr 01 20:14:51 +0000 2018,     You should ask her why she used such a lame analogy as the cough and flu. It was bad and I called it out when she referenced it.,none,none,643
Sun Apr 01 20:15:02 +0000 2018,"  No #OffTheScript today. No sleep, cold sweats and I definitely have the flu. Gonna take it easy and do something for tomor…",none,none,644
Sun Apr 01 20:15:40 +0000 2018,This flu is seriously creeping on me ,College Station,none,645
Sun Apr 01 20:16:24 +0000 2018," Have you got a flu?Yes,Big Bang Theory is a good medicine!Hope you feel better soon and that you had a good time with your mother these Holidays.",none,none,646
Sun Apr 01 20:17:06 +0000 2018,"  With Ms.Socal battling the flu and not feeling good or sexy, remind her how sexy she is! A few from my personal collectio…",none,none,647
Sun Apr 01 20:17:14 +0000 2018,Hi fun fact when u take medication to kill a parasite it gives u flu like symptoms!!!!!!!!! I!!!!! Am!!!!!! So!!!!!! Fucking!!!!!!! Miserable!!!!!!!!!,none,none,648
Sun Apr 01 20:17:34 +0000 2018,  Amacherry ngoThanda uLinda? And Dont mind the voice im dying coz of flu ,none,none,649
Sun Apr 01 20:18:07 +0000 2018,lol just ran by bath and turns out it was all freezing cold water and i have the flu   my life’s wonderful,none,none,650
Sun Apr 01 20:18:25 +0000 2018,this flu will be the end of me,none,none,651
Sun Apr 01 20:18:36 +0000 2018,oh also i’m in a mood so no one talk to me thx xoxox ,Bishop Auckland,none,653
Sun Apr 01 20:18:38 +0000 2018,"  No #OffTheScript today. No sleep, cold sweats and I definitely have the flu. Gonna take it easy and do something for tomor…",none,none,654
Sun Apr 01 20:19:35 +0000 2018,  me when i see some crusty looking white skater boy thats sick with the flu and hasnt slept for a few nights ,none,none,656
Sun Apr 01 20:19:59 +0000 2018,CDC Warns of 2nd Flu Wave  ,none,none,657
Sun Apr 01 20:20:19 +0000 2018,  You've got this flu by the balls pal,none,none,658
Sun Apr 01 20:20:36 +0000 2018,Maybe I won't go to college tomorrow because of the flu... Great... But I actually need to go because I want to bring home some books for a paper assignment... Or maybe I'll ask my best friend to go and bring them for me  *sighs*,none,none,659
Sun Apr 01 20:21:05 +0000 2018, It kills viruses and bacteria especially histamines which cause the symptoms of allergies. Also attacks candida which makes you feel sluggish. Basically cleans the blood. Drink plenty of Alkaline spring water as well and you'll feel 1000X better. Never had cold or flu with this,none,none,660
Sun Apr 01 20:21:33 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,661
Sun Apr 01 20:22:03 +0000 2018,This could be us but I have flu that stops me from putting my tongue out like this for a very long time ,none,none,662
Sun Apr 01 20:22:16 +0000 2018,The flu is so horrible I am dying,none,none,663
Sun Apr 01 20:22:21 +0000 2018, It's ko'd my weekend too..... Fucking man-flu!!,none,none,664
Sun Apr 01 20:23:38 +0000 2018,I hate this type of flu ,none,none,666
Sun Apr 01 20:23:59 +0000 2018,and nimmo has the flu BECAUSE NOTHING CAN EVER GO MY WAAAAAY ,none,none,667
Sun Apr 01 20:24:53 +0000 2018,  if I didn't have the flu it'd be over for yodel boy,Orlando,none,668
Sun Apr 01 20:25:00 +0000 2018,"  Never thought I will miss doing pixel art so much! We are working on an update and I caught a flu, so I didn't have much ti…",none,none,669
Sun Apr 01 20:25:17 +0000 2018,I’ve been sick with the flu this weekend and spent yesterday in bed watching YouTube videos from New Scandinavian Cooking and people cooking jollof rice. The spirit is willing but the body is not handling food that well right now.,Gardena,none,670
Sun Apr 01 20:25:26 +0000 2018,  This could be us but I have flu that stops me from putting my tongue out like this for a very long time ,none,none,672
Sun Apr 01 20:25:34 +0000 2018,s2g if my newphew has given me the flu ,none,none,673
Sun Apr 01 20:26:00 +0000 2018,I’ve been sick with the flu three times since February and apparently that’s not normal so I might have to go to the doctor sometime soon ,none,none,675
Sun Apr 01 20:26:04 +0000 2018,Feeling like I’ve a cold coming on &amp; a sore throat  Please no can’t be doing with that as it turns flu like so quick with me  Quiet few days for me ahead ,none,none,676
Sun Apr 01 20:26:10 +0000 2018,"  No #OffTheScript today. No sleep, cold sweats and I definitely have the flu. Gonna take it easy and do something for tomor…",none,none,677
Sun Apr 01 20:27:01 +0000 2018,  this flu will be the end of me,none,none,678
Sun Apr 01 20:27:49 +0000 2018,"  No #OffTheScript today. No sleep, cold sweats and I definitely have the flu. Gonna take it easy and do something for tomor…",none,none,679
Sun Apr 01 20:28:45 +0000 2018,  Feeling all sorts of sick . This flu  ,none,none,680
Sun Apr 01 20:29:24 +0000 2018,  This could be us but I have flu that stops me from putting my tongue out like this for a very long time ,none,none,681
Sun Apr 01 20:30:02 +0000 2018,SHOUT OUT MY BRO!  #WEAINTLIVIN #HAUNTEDTRAP OFF OF ZONE 1 EP BUY NOW AT  ,none,none,682
Sun Apr 01 20:30:41 +0000 2018,CDC Warns of 2nd Flu Wave   via ,none,none,683
Sun Apr 01 20:30:41 +0000 2018, Yes. Just sick with flu,Arlington Ridge,none,684
Sun Apr 01 20:30:55 +0000 2018,I got the stomach flu... Happy Easter :/,none,none,685
Sun Apr 01 20:31:31 +0000 2018,  This could be us but I have flu that stops me from putting my tongue out like this for a very long time ,none,none,687
Sun Apr 01 20:31:52 +0000 2018,This flu is kicking my ass ,none,none,688
Sun Apr 01 20:31:58 +0000 2018,CDC Warns of 2nd Flu Wave - NBC 7 San Diego ,none,none,689
Sun Apr 01 20:32:06 +0000 2018,"Hoping that this stays as just a cold and doesn't develop into what mum had last week.   She got asthmatic flu, started of with just cold symptoms.   I caught the cold just as her asthmatic flu cleared up (with the help of an inhaler medicine)",none,none,690
Sun Apr 01 20:32:13 +0000 2018,my mom just blamed me having the flu on my phone...what,none,none,691
Sun Apr 01 20:32:56 +0000 2018,"Even if i didn't have flu, that doesn't make my day ",none,none,692
Sun Apr 01 20:33:08 +0000 2018,Sitting in a cramped Prius for 6 hrs with 3/5 of my family sick was not a smart idea because now I got the flu. ,none,none,693
Sun Apr 01 20:33:19 +0000 2018,  Happy Easter Sunday !!! Unfortunately I’m sick with the flu in bed  but I hope... #onlyfans ,none,none,694
Sun Apr 01 20:34:52 +0000 2018,  F U flu ,none,none,695
Sun Apr 01 20:35:23 +0000 2018,  F U flu ,none,none,696
Sun Apr 01 20:35:42 +0000 2018,Hahaha I love having the flu and getting dumped on Easter hahahaha. Someone shoot my fucking brains out please.,none,none,697
Sun Apr 01 20:36:32 +0000 2018," no way. I think it was sushi, but my friend didn't get sick and we ate the same thing. Or it could've been the flu... I don't know.",none,none,698
Sun Apr 01 20:36:35 +0000 2018,  F U flu ,none,none,699
Sun Apr 01 20:37:05 +0000 2018,  I hate this type of flu ,none,none,700
Sun Apr 01 20:37:39 +0000 2018,Hate to say it but I’m almost certain the Easter bunny has brought a dose of man flu along with my eggs this year... Not pucker.,none,none,701
Sun Apr 01 20:37:49 +0000 2018,Me to this flu  ,none,none,702
Sun Apr 01 20:37:59 +0000 2018,welp I woke up this morning with a 103 fever and I’ve been at the hospital all day oh and I have the flu aGAIN ugh happy easter beauts!!,none,none,703
Sun Apr 01 20:38:19 +0000 2018,Having the flu is the worst,none,none,704
Sun Apr 01 20:38:21 +0000 2018,Hangovers have become so brutal at this age that I confused today’s with having the flu and probably ruined my parents Easter a few hours ago. Embarassing.,none,none,705
Sun Apr 01 20:38:34 +0000 2018,i’m over here dying with the flu bro  whyyyyy is this happening to me .,none,none,706
Sun Apr 01 20:38:49 +0000 2018, I had a cold/flu all of last month and it demolished me. I hope you get better soon x,none,none,707
Sun Apr 01 20:38:50 +0000 2018,I Have The Flu,none,none,708
Sun Apr 01 20:39:22 +0000 2018,  Amacherry ngoThanda uLinda? And Dont mind the voice im dying coz of flu ,none,none,709
Sun Apr 01 20:40:37 +0000 2018,Soooo I think I have the flu ,none,none,710
Sun Apr 01 20:40:53 +0000 2018,I've got the flu well that sucks what a great birthday it'll be tomorrow,none,none,711
Sun Apr 01 20:41:56 +0000 2018,  F U flu ,none,none,712
Sun Apr 01 20:43:13 +0000 2018,"Still got my headache some several hours later.Everytime I cough or clear my throat, which is basically what I am stuck with from the flu. *sigh* #chiari",none,none,713
Sun Apr 01 20:43:22 +0000 2018,The only upside to being home with the flu right now is Indians baseball ,none,none,714
Sun Apr 01 20:43:37 +0000 2018,"Just when Im getting over the flu,  I get my period .. my body really fucken hates me ",none,none,715
Sun Apr 01 20:44:51 +0000 2018,Don't know if I'm getting a flu or just my rhinitis,none,none,716
Sun Apr 01 20:45:08 +0000 2018," Wishing you a full recovery JD hope you get very well soon. I did have the flu since last week Sunday but thankfully it's almost gone.   Drink Lime, honey, ginger tea etc.  #OffTheScript",none,none,717
Sun Apr 01 20:45:27 +0000 2018,i just complained ab being sick to my mum and she said it’s my phone... I HAVE HAD THE FLU FOR DAYS NOW,none,none,718
Sun Apr 01 20:48:50 +0000 2018,dude i know right smh i caught my brothers flu ,none,none,719
Sun Apr 01 20:50:09 +0000 2018,Playing Fortnite with the Flu!  ,none,none,720
Sun Apr 01 20:50:25 +0000 2018,she looks like that when she has the flu? LMAO can't relate ,none,none,721
Sun Apr 01 20:50:27 +0000 2018,I came to the point where I have a flu and my mum came to my room to check if I’m crying  I’ve cried a fucking lot in my life ffs,none,none,722
Sun Apr 01 20:50:31 +0000 2018,"Oh no...I’ve got a sore throat...and a headache...Please no, Con Flu, spare me, I am already weak  ",none,none,723
Sun Apr 01 20:51:42 +0000 2018,Not sure if flu or cold but I feel like I’ve been hit by a truck. I need it to be CJs bedtime now ,none,none,724
Sun Apr 01 20:53:29 +0000 2018,  This could be us but I have flu that stops me from putting my tongue out like this for a very long time ,none,none,725
Sun Apr 01 20:53:29 +0000 2018, Hmmm maybe it’s just the stomach flu? How long have you been feeling like this?,none,none,726
Sun Apr 01 20:53:37 +0000 2018,Shout out to my little cousin who has the flu but didn't tell me before I gave him a high five,none,none,727
Sun Apr 01 20:53:57 +0000 2018,"Happy Easter! Went and sat in Xscape at Castleford for too many hours whilst little one and wife sledged/skied. Would’ve gone myself but man flu hath struck. Some very interesting characters at Xscape. Like Shameless, just real life.",none,none,728
Sun Apr 01 20:54:05 +0000 2018,The flu is horrible ,none,none,729
Sun Apr 01 20:55:12 +0000 2018,Home alone bc I have the damn flu. Sent wife and kids out to In-laws and I would be losing my mind if it wasn’t for the  marathon on     god I missed you guys.   So psyched for the reunion #HappyEaster,none,none,730
Sun Apr 01 20:55:14 +0000 2018,"  Oh no...I’ve got a sore throat...and a headache...Please no, Con Flu, spare me, I am already weak  ",Union,none,731
Sun Apr 01 20:55:42 +0000 2018,"  Oh no...I’ve got a sore throat...and a headache...Please no, Con Flu, spare me, I am already weak  ",none,none,733
Sun Apr 01 20:56:14 +0000 2018,flu giving me all sorts of feels ,none,none,734
Sun Apr 01 20:56:41 +0000 2018,  This could be us but I have flu that stops me from putting my tongue out like this for a very long time ,none,none,735
Sun Apr 01 20:57:50 +0000 2018,"  Oh no...I’ve got a sore throat...and a headache...Please no, Con Flu, spare me, I am already weak  ",none,none,736
Sun Apr 01 20:58:44 +0000 2018, He is a star in the making....ps hope the man flu gets better soon,none,none,737
Sun Apr 01 20:59:06 +0000 2018,my only waster gift this year was getting the flu during my most important week of school,none,none,738
Sun Apr 01 20:59:25 +0000 2018,"Been quiet cause i got the flu yesterday been in bed with body aches so bad i feel like ive been thrown from a building,only a small cough and  hopefully this is a short one",none,none,739
Mon Apr 02 13:25:23 +0000 2018, I hope the bruddy rain goes soon. I have flu and the damp not helping.  Good to catch up with you guys #IndiesUnite,none,none,740
Mon Apr 02 13:25:25 +0000 2018, Fever and flu :(( I guess.. better. Just better- the temperature is normal already but my nose is still runny :((,none,none,741
Mon Apr 02 13:25:34 +0000 2018,"The Tea That Can Help Treat Strep Throat, Flu And Sinus Infections ",none,none,742
Mon Apr 02 13:25:35 +0000 2018,  I ALSO have the flu right now so just generally broken,none,none,743
Mon Apr 02 13:26:03 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,744
Mon Apr 02 13:26:04 +0000 2018,I feel like such a jerk when I try to stop the kids that I read to from hugging me. BUT LAST TIME I GOT THE FLU. NOT TODAY SATAN.,none,none,745
