Date,Tweet,City,Country
Wed Apr 25 20:33:36 +0000 2018,  it could be a sign of bird flu ,none,none
Wed Apr 25 20:33:45 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:33:45 +0000 2018,"However... One day, whilst at school she had a vision. A terrible, terrible vision. Her family were at home sick with the flu, and she was the only one who did not get sick. She was only six years old, and wasn't allowed to leave her class even after telling her teachers she  &gt;&gt;",none,none
Wed Apr 25 20:34:02 +0000 2018,"  Doctors thought this mom had the flu. Instead, a disease she caught from mouse droppings killed her, ",none,none
Wed Apr 25 20:34:04 +0000 2018,White Sox's Abreu leaves game because of flu-like symptoms ,none,none
Wed Apr 25 20:34:28 +0000 2018,  I tell my man I have flu. He says I'll uber eat food for you coz I know you are useless at cooking and you will starve…,none,none
Wed Apr 25 20:34:44 +0000 2018,  All’s I really want is my son back IFyou do anything TODAY read about my son &amp; sepsis &amp; share with your friends &amp; fa…,none,none
Wed Apr 25 20:34:47 +0000 2018,This Ralph-free episode after half a season of his bitchass is like when you have the flu for weeks and you remember what it feels like not to be sick when you get better. #TheFlash,none,none
Wed Apr 25 20:34:55 +0000 2018,sign up amateur pierced blonde pornstars fucking wwwhotsexygirls com pornteen star naked pix flu after sex  ,none,none
Wed Apr 25 20:34:58 +0000 2018,It's hot and sunny and I can't move off this couch with this damn flu ,none,none
Wed Apr 25 20:35:08 +0000 2018,  All’s I really want is my son back IFyou do anything TODAY read about my son &amp; sepsis &amp; share with your friends &amp; fa…,none,none
Wed Apr 25 20:35:14 +0000 2018,I don't deserve this . My nose is blocked meaning I have to breath through my mouth but also that gets my throat dry .....I am over this flu .....  Let's not forget I also sound like a man ,none,none
Wed Apr 25 20:35:15 +0000 2018,"3 full days at home with flu, end of April, after like 7 years I didn’t get ill... luckily I’ve recovered in time for next long weekend in Genova",none,none
Wed Apr 25 20:35:26 +0000 2018,  Make sure you wash your hands! Community wide flu outbreak still kicking   ,none,none
Wed Apr 25 20:35:40 +0000 2018,  I need to stress this one more time.   PLEASE MAKE SURE YOU GET YOUR FLU VACCINE EVERY YEAR!  I was stubborn and didn’t…,none,none
Wed Apr 25 20:35:44 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:35:58 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:36:11 +0000 2018,Every time i come to the doctor they ask me if i want a flu shot ummmm no y’all not about to take me out of here!,none,none
Wed Apr 25 20:36:34 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:36:35 +0000 2018,  Oh there’s more: •I swell up. •I can’t poop  •I’m gassy  •self hate is at its peak •I get period flu (flu symptoms but not…,none,none
Wed Apr 25 20:36:43 +0000 2018,White Sox's Abreu leaves game because of flu-like symptoms  ,none,none
Wed Apr 25 20:37:06 +0000 2018,  Guys complain when they have the shits and flu and act like they're going to die but let us just complain about the fa…,none,none
Wed Apr 25 20:37:08 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:37:15 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:37:18 +0000 2018,Got the flu during field work. Now I get to hang back at base and heal up! Source:  ,Midrand,none
Wed Apr 25 20:37:32 +0000 2018,  Dr. Kelvin and flu transmission in China: where did the chicken cross the road? #CCfVIDResearchDay   ,none,none
Wed Apr 25 20:37:33 +0000 2018,  understandable. I'm dying of flu  ube right sis. ,none,ZA
Wed Apr 25 20:38:08 +0000 2018,  Our performer came down with the flu &amp; we are no longer having the Tribute to Neil Diamond tonight. We are hoping to resc…,none,none
Wed Apr 25 20:38:10 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:38:14 +0000 2018,"Brother down, I have man flu.",none,none
Wed Apr 25 20:38:18 +0000 2018,  Children younger than 6 months of age are unable to get a #flu #vaccine so they depend on protection from others. When pre…,none,none
Wed Apr 25 20:38:23 +0000 2018,Fuck this flu actually ,none,none
Wed Apr 25 20:38:43 +0000 2018," Good evening my man, I have the flu so I’m just waking up for the day! I hope you have a wonderful rest of your day, week , year life! ",none,none
Wed Apr 25 20:38:59 +0000 2018,ChiSox's Abreu exits with flu-like symptoms  ,none,none
Wed Apr 25 20:39:08 +0000 2018,I feel like a hyperactive toddler at the moment!!!  Flu vax will fix that later lol!,none,none
Wed Apr 25 20:39:10 +0000 2018,In case you missed it - Antiviral medications for flu during pregnancy ,none,none
Wed Apr 25 20:39:14 +0000 2018,"Nami , it’s just entering in awkward angles , nawe you ube right  ",none,none
Wed Apr 25 20:39:14 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:39:16 +0000 2018, Boutta start throwing up roe.. theres a flu going around called BTFD ,none,none
Wed Apr 25 20:39:21 +0000 2018,The latest The Zika Advice Paper!  Thanks to   #flu,none,none
Wed Apr 25 20:39:28 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:39:37 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:39:41 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:39:44 +0000 2018,"If he's got the virus that's going around Chicago that 70% of our patients have/had, I feel sorry for him. It sticks around for weeks. ",none,none
Wed Apr 25 20:39:56 +0000 2018,"I don’t have a flu anymore, my skins cleared ",none,none
Wed Apr 25 20:39:59 +0000 2018,Your bay 93.9 news headlines for Thursday: Thompson footballer cops life ban Turnbull scraps planned Medicare levy hike Fake flu vax warning hits social media Geelong hi-speed rail creeps closer Council meetings get live streaming green light Cloudy today with a top of 19,none,none
Wed Apr 25 20:40:06 +0000 2018,  Hello I think I have the flu again ,none,none
Wed Apr 25 20:40:12 +0000 2018,  A smile is even more contagious than the flu. Everyone wants to “catch” a smile. Week 13 of Creating Positive Behaviour -1 We…,none,none
Wed Apr 25 20:40:13 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:40:21 +0000 2018," I think I just have the flu haha but you know how annoying it is. I'll try to recover quiclky, thank youuu ! ",none,none
Wed Apr 25 20:40:20 +0000 2018,"Let’s not forget about one of the best sports performances of all time, when Jordan carried his team to victory in the NBA finals with flu, and fever of 100 degrees. ",none,none
Wed Apr 25 20:41:06 +0000 2018,I have to be teaching tomorrow but my flu is not getting any better azsxdfghjsdfghj,none,none
Wed Apr 25 20:41:10 +0000 2018,This part of the book was inspired by my friend.   He said mental health is a serious thing and should be taken seriously. But there’s some ppl out there with Monday blues begging depression for socials. Like ppl who say they have flu when it’s really just a cold.   He’s right.,none,none
Wed Apr 25 20:41:14 +0000 2018,        Hi Jillianne! Clinking al8ne this #WineWednesday. The hubby has stomach flu. ,none,none
Wed Apr 25 20:41:19 +0000 2018,"   Sorry, gotta write. You could search PubMed here:  The study you describe would not be w…",none,none
Wed Apr 25 20:41:21 +0000 2018,"  Is our modern lifestyle to blame for perpetuating viruses like #Ebola and the #flu? #UnseenEnemy, presented by #JNJ, shares t…",none,none
Wed Apr 25 20:41:24 +0000 2018,  #STUDY: Ppl vaccinated against #Flu 3 years in a row are @ higher risk of catching the flu   ,none,none
Wed Apr 25 20:41:25 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:41:37 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:41:56 +0000 2018,The 1918 Flu Pandemic: Photos From a Century Ago (30 photos) ,none,none
Wed Apr 25 20:42:10 +0000 2018,Jose Abreu of Chicago White Sox leaves game because of flu-like symptoms -  ,none,none
Wed Apr 25 20:42:18 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:42:24 +0000 2018,  When someone hands you a flu mask this winter but you’ve been taking Airmune. Remember Airmune &amp; Forget What It Feels Like To…,none,none
Wed Apr 25 20:42:32 +0000 2018,“I can’t go broke I got the rich bitch flu”,none,none
Wed Apr 25 20:42:33 +0000 2018,When you take some Cold &amp; Flu tabs before bedtime then realise they're 'Non Drowsy',none,none
Wed Apr 25 20:42:40 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:42:42 +0000 2018,ChiSox’s Abreu exits with flu-like symptoms  ,none,none
Wed Apr 25 20:42:58 +0000 2018,Lowest Ask: $260 Jordan 12 Retro Flu Game (2016) Sz. 8.5  #airjordan ,none,none
Wed Apr 25 20:43:05 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:43:08 +0000 2018,Doctor Blows Whistle on Flu Shot: 'It’s Designed to Spread Cancer' ,none,none
Wed Apr 25 20:43:13 +0000 2018,When someone in your house has the flu and you’re doing everything in your power NOT to catch it. I need a hazmat suit. ,none,none
Wed Apr 25 20:43:19 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:43:19 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:43:20 +0000 2018,Hi I’m Lauren. I won’t eat GMOs or get a flu shot but stab my lips with juvederm twice a year ,none,none
Wed Apr 25 20:43:25 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:43:31 +0000 2018,"ASIA BIRD FLU EPIDEMIC – S. Korea, Japan &amp; China Culling Millions of Birds Due To H5N6 &amp; H7N9 Virus ",none,none
Wed Apr 25 20:43:54 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:44:03 +0000 2018,"This flu/cold/cough needs to leave me alone, it’s making me feel so down and depressed",none,none
Wed Apr 25 20:44:05 +0000 2018,"Well... what I thought was just allergies, turned into the flu... my first time ever having it. Looks like I’ll be posted up at home for a few days.  — feeling sick",none,none
Wed Apr 25 20:44:06 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:44:06 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:44:10 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:44:10 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none
Wed Apr 25 20:44:27 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:44:30 +0000 2018,i’m dying of the flu i’m so fuckinh cold &gt;:(((,none,none
Wed Apr 25 20:44:34 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:44:46 +0000 2018,  it could be a sign of bird flu ,none,none
Wed Apr 25 20:44:48 +0000 2018,pussy full figure women brittany hawks porn breaking sexual addiction haifa naked adult flu vaccine  ,none,none
Wed Apr 25 20:44:48 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:44:52 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:45:09 +0000 2018,"  So I was looking at my views to see what went wrong, and let me tell you what. My views went into 3rd/4ths what they were f…",none,none
Wed Apr 25 20:45:22 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:45:28 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:45:32 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:45:40 +0000 2018, Pahaha I have literally just taken my daily medication and some flu tablets ,none,none
Wed Apr 25 20:45:47 +0000 2018,New post: Flushing Financial’s (FFIC) CEO John Buran on Q1 2018 Results –   #finance #invest #investing #news #stocks,none,none
Wed Apr 25 20:45:54 +0000 2018,"We may have beat #flu season, but now seasonal allergies are popping up.  Check out these #smarthome devices to help keep you healthy this spring: ",none,none
Wed Apr 25 20:45:58 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:46:15 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:46:17 +0000 2018,So I’m still on the mend from this flu and just before 8am my dad reckons he’ll call me to ask if I want him to bring over some chips and fried chicken  #thatsthecure,none,none
Wed Apr 25 20:46:29 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:46:39 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:46:40 +0000 2018,this my 3rd time getting the flu even after getting the flu shot ,none,none
Wed Apr 25 20:46:44 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none
Wed Apr 25 20:46:48 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:46:54 +0000 2018,Ye this man flu has fully wrote me off,none,none
Wed Apr 25 20:46:57 +0000 2018,Looking at flu memes so I can relate to my bedridden pain through comedy x ,none,none
Wed Apr 25 20:47:04 +0000 2018,Remember that one time I went to see panic! at the disco even tho I had a stomach flu????? I have a very vivid memory of me hurled over a toilet as nine in the afternoon was playing in the background LMAO,none,none
Wed Apr 25 20:47:13 +0000 2018, Bird Flu,none,none
Wed Apr 25 20:47:20 +0000 2018,Keto flu sucks..,none,none
Wed Apr 25 20:47:22 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:47:32 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:47:45 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:48:15 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:48:49 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:48:56 +0000 2018,I remember when I went to Baltimore and got obsessed w the accents and came back listening to bird flu everyday of my life,none,none
Wed Apr 25 20:48:57 +0000 2018,He learnt that in Xerem #flu ,none,none
Wed Apr 25 20:49:12 +0000 2018,The worst thing about being in a relationship is them sharing their cold/flu with you  ,none,none
Wed Apr 25 20:49:23 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:49:24 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:49:33 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:49:54 +0000 2018,I had the flu. My stomach hurts more today.,none,none
Wed Apr 25 20:49:57 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,Muncie,none
Wed Apr 25 20:50:18 +0000 2018,My body has turned into a gas from the flu. I’m Mariah Carey now.,none,none
Wed Apr 25 20:50:26 +0000 2018,Man it’s gorgeous outside &amp; I’m stuck inside in the dark with bronchitis and the flu,none,US
Wed Apr 25 20:50:49 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:51:10 +0000 2018,  John &amp; Deuce are still working out some bugs in the new studio. John wants to fire the editor. John started the Ketogeni…,Salford,none
Wed Apr 25 20:51:17 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:51:23 +0000 2018, *bird flu it’s called,none,GB
Wed Apr 25 20:51:26 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:51:31 +0000 2018,  All’s I really want is my son back IFyou do anything TODAY read about my son &amp; sepsis &amp; share with your friends &amp; fa…,none,none
Wed Apr 25 20:51:43 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:52:02 +0000 2018,Shout out to me for being late to the flu party,none,none
Wed Apr 25 20:52:09 +0000 2018,  people want to see you doing great with them not better than them bo swine flu,Battle Ground,none
Wed Apr 25 20:52:11 +0000 2018,Now the flu trying me,none,none
Wed Apr 25 20:52:23 +0000 2018, Very few experts recommend the flu shot in April. Not that there’s anything wrong with it. It’s just not that helpful statistically...   what do you think? Better than nothing or wait until fall?,none,US
Wed Apr 25 20:52:27 +0000 2018,shoutout to my immune system for being late to the flu party,none,none
Wed Apr 25 20:52:28 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:52:32 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:52:33 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:52:48 +0000 2018,Nice ,none,none
Wed Apr 25 20:52:54 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:52:59 +0000 2018,"i swear to god if you catch the flu and die and fuck everything up,",none,none
Wed Apr 25 20:53:05 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:53:07 +0000 2018, Infamous Coachella flu. So bad dude,none,none
Wed Apr 25 20:53:12 +0000 2018,Flu season isn't over yet!  Ck out this guide to managing household germs from  #generationgood ,none,none
Wed Apr 25 20:53:34 +0000 2018,What sucks about having a big family is that if one sibling get the stomach flu then we ALL get it ,none,none
Wed Apr 25 20:53:38 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:53:48 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:53:50 +0000 2018,I’ve officially caught Harley’s man flu ,none,none
Wed Apr 25 20:54:03 +0000 2018, I’ve got the flu  ,none,none
Wed Apr 25 20:54:10 +0000 2018,  José Abreu left with flu-like symptoms. He is day-to-day.,none,none
Wed Apr 25 20:54:47 +0000 2018,Can’t stop sneezing tonight ... better not be summer Flu on its way  ,none,none
Wed Apr 25 20:54:52 +0000 2018,lesbian erotica free porn lez nakes girls sex exam video adult flu nude slave women harassment pictures  ,none,none
Wed Apr 25 20:55:21 +0000 2018,  This part of the book was inspired by my friend.   He said mental health is a serious thing and should be taken seriou…,none,none
Wed Apr 25 20:55:21 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:55:39 +0000 2018,#Treatment Real Stories - Real Stories About Flu To Help You Understand The Importance Of An.. [ #Vaccination,none,none
Wed Apr 25 20:55:50 +0000 2018,  John &amp; Deuce are still working out some bugs in the new studio. John wants to fire the editor. John started the Ketogeni…,none,none
Wed Apr 25 20:55:57 +0000 2018,Panicking Flu Swears It Still Totally Supports Diversity Initiative Kills One To Vegas For Thing Keeping,none,none
Wed Apr 25 20:55:57 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:56:07 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:56:16 +0000 2018, Posted...  ,none,none
Wed Apr 25 20:56:23 +0000 2018,    people want to see you doing great with them not better than them bo swine flu,none,none
Wed Apr 25 20:56:30 +0000 2018,NowPlaying Deep Pride (RC Deep Flu Mix)  - DJ Roland Clark  21:56,none,none
Wed Apr 25 20:56:51 +0000 2018,Having the stomach flu sucks bc ur hungry but you can’t eat,none,none
Wed Apr 25 20:57:13 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:57:24 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:57:30 +0000 2018,"Anyone care to diagnose me over Twitter ? Nose &amp; ears have felt plugged up since early last week , blowing my nose every 30 mins and filling Kleenex like crazy. But I don’t feel like a tired bag of shit like the flu/cold normally brings with it. I’ve not felt this way for",none,none
Wed Apr 25 20:57:46 +0000 2018, Lol agrh I've got flu hao,none,none
Wed Apr 25 20:57:51 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:57:52 +0000 2018,"Specialized massage improves the flow of lymph through the body, relieving aches, pains, and flu-like symptoms.",none,none
Wed Apr 25 20:58:07 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:58:14 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 20:58:16 +0000 2018,I think it’s permanently delayed because of that disc per  #neverforget ,none,none
Wed Apr 25 20:58:35 +0000 2018,#Influenza #Flu #virus finally sequenced in its native form ,none,none
Wed Apr 25 20:59:18 +0000 2018, So you having the flu means what??,none,none
Wed Apr 25 20:59:21 +0000 2018,Like shit and then ya mom tried to quarantine the sick kids from the unsick ones  ,none,none
Wed Apr 25 20:59:23 +0000 2018,  Less than an hour to go! Excited to be shortlisted for Best Partnership Working with  for our flu vaccinati…,none,none
Wed Apr 25 20:59:27 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 20:59:48 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:00:13 +0000 2018,"I had to go listen. LOL hearing them say flu, to, or you is the funny shit ",none,none
Wed Apr 25 21:00:16 +0000 2018,"Flu spread downgraded to ""sporadic,"" two more deaths reported. ",none,none
Wed Apr 25 21:00:24 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
