Date,Tweet,City,Country
Tue Mar 27 18:45:06 +0000 2018,Enter The Dragon Puke ,none,none
Tue Mar 27 18:45:14 +0000 2018,RT @ABC10: CDC says 2nd wave of flu virus B has started  ,none,none
Tue Mar 27 18:45:17 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:45:25 +0000 2018,"daily questions, and all i know for sure is im sick. ",none,none
Tue Mar 27 18:45:33 +0000 2018,RT @RedLunaPixie: Hi all! I'm sorry but I'm going to go to sign off now... first day back at work after a week filled with flu = a very tir…,none,none
Tue Mar 27 18:45:33 +0000 2018,"@23Nate Not really especially if it's still cold out. It makes a woman's hair go frizzy, mascara run down her face AND last time I walked in the cold rain, I had flu like symptoms next day so no. Anyhow, I pay to have a gym in my building so gotta use it ",none,none
Tue Mar 27 18:45:37 +0000 2018,Always knew you were a man ,none,none
Tue Mar 27 18:45:48 +0000 2018,"RT @smalltroll1: lets hope therez no second wave



im writin a scientific report on chemokine receptor n cytopathic…",none,none
Tue Mar 27 18:45:51 +0000 2018,Damn you just put it out there...if we hear Draymond having heart palpitations next update...Ima be pressed. ,none,none
Tue Mar 27 18:46:10 +0000 2018,#news #flu Doctor stands firm on bird-flu warning amid govt denials - The Nation ,none,none
Tue Mar 27 18:46:16 +0000 2018,End of Brutal Flu Season in Sight  ,none,none
Tue Mar 27 18:46:23 +0000 2018,#news #flu Doctor stands firm on bird-flu warning amid govt denials - The Nation ,none,none
Tue Mar 27 18:46:37 +0000 2018,RT @FEMSTweets: The latest The FEMS Weekly!  Thanks to @rodlazda @Spectromics @VaccinesToday #h1n1 #flu,none,none
Tue Mar 27 18:46:49 +0000 2018,my cats never leave my side when I’m sick. animals know every time I swear having the flu is the worst ,none,none
Tue Mar 27 18:46:53 +0000 2018,RT @Protectcare: Doctors couldn't figure out what was wrong with 9-year-old Fernando — until they realized he had a disease that fewer than…,none,none
Tue Mar 27 18:46:58 +0000 2018,@libraryrat4 Thanks! They're pretty sure it's the flu ,none,none
Tue Mar 27 18:47:08 +0000 2018,"RT @CDCFlu: Overall, H3N2 flu viruses have predominated this season, but latest #FluView shows influenza B viruses are now more common than…",none,none
Tue Mar 27 18:47:19 +0000 2018,"Finally starting to feel human again after having con flu for a while! Back to your regular scheduled art stream :D

#anime #animegirl #animeart #animeillustration #animedrawing #drawing  #manga #mangadrawing #illustration #otaku  #doodle #characterdesign #gameart #moe #kawaii ",none,none
Tue Mar 27 18:47:26 +0000 2018,"@nahhhhhhhhhhhh_ Good to hear, I'm sending you flu fighting vibes. ",none,none
Tue Mar 27 18:47:39 +0000 2018,"RT @AKindAleWar: Wanted to get back into videos but now i have flu and i crave sweet death right now. On the bright side though, getting hu…",none,none
Tue Mar 27 18:47:39 +0000 2018,CDC: Second wave of flu virus B happening now &gt;&gt;  ,none,none
Tue Mar 27 18:47:45 +0000 2018,Bedbound all day stupid flu virus thing,Bristol,GB
Tue Mar 27 18:47:54 +0000 2018,"RT @vaentae: ""i asked around for the best medicine for flu, but i only got this. cheap but they said it will work just fine,"" yoongi explai…",none,none
Tue Mar 27 18:47:56 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:47:59 +0000 2018,my cats never leave my side when I’m sick. I swear animals know every time having the flu is the absolute worst ,none,none
Tue Mar 27 18:47:59 +0000 2018,"Snow, cold weather, and now I’ve got the flu. Great start to #spring ",none,none
Tue Mar 27 18:48:13 +0000 2018,RT @nhs_sct: Congratulations to our community staff who achieved the highest number of staff flu vaccinations in West Area - protecting the…,none,none
Tue Mar 27 18:48:17 +0000 2018,"Unlike ""AGW Climate science,"" medical science is more matured and based upon solid foundation of statistical inference analysis. No vaccine or other medicine is claimed to be 100% effective. The instruction sheets tell you how much certainty at what error probability, etc. ",none,none
Tue Mar 27 18:48:34 +0000 2018,RT @WXII: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:48:37 +0000 2018,RT @RubyPacks: I've had the flu for 24 hours why don't i look like this yet ,none,none
Tue Mar 27 18:48:41 +0000 2018,RT @kcranews: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:48:43 +0000 2018,"RT @tsukiphase: Finally starting to feel human again after having con flu for a while! Back to your regular scheduled art stream :D

#anime…",none,none
Tue Mar 27 18:48:43 +0000 2018,RT @katierowe21: I thought college would be better because I thought that people would all wash their hands. But NO. They don’t. This is th…,none,none
Tue Mar 27 18:48:48 +0000 2018,I'm catching a flu. How childish? In 2018?! Come on.,none,none
Tue Mar 27 18:48:57 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:49:00 +0000 2018,"@IAmVenusAthena If body ache is present it sounds like flu. Few caps of apple cider vinegar, honey, lemon, cinnamon &amp; water (About 3x a day) -regardless of what it is you will be  in no time!",none,none
Tue Mar 27 18:49:01 +0000 2018,RT @kmbc: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:49:08 +0000 2018,CDC warns of second wave of flu virus ,none,none
Tue Mar 27 18:49:09 +0000 2018,"Flu game.

Plus after MJ won his 4th after his dad died.

That shit still hits me to this day. ",none,none
Tue Mar 27 18:49:10 +0000 2018,I feel like I have the flu so that’s coooooool,none,none
Tue Mar 27 18:49:12 +0000 2018,RT @_catieelise: “Flu season in Ohio technically lasts from October through May.” More of the year is flu season than not. If that doesn’t…,none,none
Tue Mar 27 18:49:15 +0000 2018,"RT @tomheston: A Second Wave of Flu May Be On the Way, CDC Warns - TIME ",none,none
Tue Mar 27 18:49:18 +0000 2018,"""Rather catch the flu and not feelings"" ",none,none
Tue Mar 27 18:49:24 +0000 2018,@TheView did McCain get put in the Naughty Chair by @Disney &amp; @ABC ... or does she have the 24 Hour (Last Minute) Flu? they could have had a last minute fill-in/Co-host. ,none,none
Tue Mar 27 18:49:27 +0000 2018,It's somehow still flu season and it's putting me in a weird music mood lol ,none,none
Tue Mar 27 18:49:30 +0000 2018,"RT @UHC: Stuffy nose, sore throat, cough. Is it a cold or the flu? Learn how to tell the difference. ",none,none
Tue Mar 27 18:49:34 +0000 2018,"In my years of living I have never had the flu, until now. Until I moved here to San Francisco. Fucking bi-polar ass weather.",none,none
Tue Mar 27 18:49:42 +0000 2018,"RT @BTMISU: Drip too SYC, we survived flu season. Keep us in mind for #BestLifestyleOrganization at this year's 2k18 #SYCAwards, presented…",none,none
Tue Mar 27 18:49:49 +0000 2018,RT @KLaurieks: @amyallantdf I hope your day gets better. Im in isolation at hosp i have the  taking tamiflu and oxyg…,none,none
Tue Mar 27 18:49:58 +0000 2018,"it might be flu symptoms but i think I'm getting sick

OF YOUR SHIT  #REKT",none,none
Tue Mar 27 18:50:05 +0000 2018,Boomerang Flu: Warning to Parents that New Wave could be Worse Than Before ,none,none
Tue Mar 27 18:50:11 +0000 2018,"133 children have died from flu this season.  Simply heartbreaking. #fightflu by getting everyone in your family vaccinated, every year! ",none,none
Tue Mar 27 18:50:15 +0000 2018,RT @_catieelise: “Flu season in Ohio technically lasts from October through May.” More of the year is flu season than not. If that doesn’t…,none,none
Tue Mar 27 18:50:17 +0000 2018,On today’s episode of living in Florida: is it hot or do I have the flu,none,none
Tue Mar 27 18:50:18 +0000 2018,@nickksoto Ay u gave me the flu dik,none,none
Tue Mar 27 18:50:18 +0000 2018,"Todays New Beat:
*FREE DL* Smokepurpp x Murda Beatz Type Beat 2018 - Flu (Prod. LuxuryBeats) ",none,none
Tue Mar 27 18:50:18 +0000 2018,Germs get around offices. Make sure yours is cleaned by professionals!   ,none,none
Tue Mar 27 18:50:30 +0000 2018,RT @BrunoSigwela: Audition @MzansiInsider @RorisangT @JustKholii_ @Karabo_Mokgoko #PresenterSearch I've got flu but I'm unstoppable. Please…,none,none
Tue Mar 27 18:50:37 +0000 2018,"RT @BTMISU: Drip too SYC, we survived flu season. Keep us in mind for #BestLifestyleOrganization at this year's 2k18 #SYCAwards, presented…",none,none
Tue Mar 27 18:50:38 +0000 2018,"RT @kedzierskalab: How can we get a better flu vaccine? Harness T cells! But why, how and where?
More in this comprehensive review by Cleme…",none,none
Tue Mar 27 18:50:38 +0000 2018,this flu caught me off guard,none,none
Tue Mar 27 18:50:48 +0000 2018,RT @_catieelise: “Flu season in Ohio technically lasts from October through May.” More of the year is flu season than not. If that doesn’t…,none,none
Tue Mar 27 18:50:50 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:51:02 +0000 2018,CDC: Second wave of flu virus B happening now  ,none,none
Tue Mar 27 18:51:05 +0000 2018,@williamcfadden_ Fuck sake I blame the flu,none,none
Tue Mar 27 18:51:10 +0000 2018,July? New relationship bday gift? You are goals but I gotta think the flu still has you in a headlock ,none,none
Tue Mar 27 18:51:13 +0000 2018,"RT @TIME: A second wave of flu may be on the way, according to the CDC ",none,none
Tue Mar 27 18:51:16 +0000 2018,Stinner complains that Nebraska “is not overpaying” workers as claimed earlier today by other senators during debate. Stinner battling flu,none,none
Tue Mar 27 18:51:18 +0000 2018,I feel high af I have the keto flu ,none,none
Tue Mar 27 18:51:24 +0000 2018,There’s nothing worse when your body is run down and you literally catch every bug/flu that is going around,none,none
Tue Mar 27 18:51:29 +0000 2018,"What symptoms do you have? 
-Cough
-Fever
-Headache
-Exhaustion
-Rash
-Muscle aches
-Chills
-Body aches
-Night sweats
-Pneumonia
-Bronchitis  
-Flu
Sick? Ask your doctor &amp; #RequestTheTest to #RuleOut #ValleyFever.
Misdiagnosis is common bc symptoms are like the flu. ",Bakersfield,US
Tue Mar 27 18:51:31 +0000 2018,"I groan about eating low carb, but to be completely honest its the only time I feel actually full and don't get tired after I eat. And after the keto flu passes I feel fucking amazing.",none,none
Tue Mar 27 18:51:33 +0000 2018,"@MontePooleNBCS ""flu like symptoms"" tho",none,none
Tue Mar 27 18:51:34 +0000 2018,"@realDonaldTrump To pick one crisis over another is not right! We've lost children to guns, how about Flu victims? Or my personal favorite... Alcohol! I was hit by a drunk driver on bike when 10,abused by an alcoholic, etc.. Be fair to all drugs #FakePres",none,none
Tue Mar 27 18:51:36 +0000 2018,Where the he’ll did this flu come from? ,Nairobi,KE
Tue Mar 27 18:51:41 +0000 2018,"Maybe I'm just light in the he as from this flu but...

I fucking live all you nerds aight?

And so long as a single person loves you it's worth keeping on keeping on.

Can someone bring me a warm milk?",none,none
Tue Mar 27 18:51:47 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:51:49 +0000 2018,Cdc Advisory Committee Flip Flops On Flumist - Shared from  [ #Health ,none,none
Tue Mar 27 18:51:49 +0000 2018,@MommyLovesWine Apparently sea salt is supposed to help counteract the keto flu,none,none
Tue Mar 27 18:51:49 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:51:52 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:51:53 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:51:53 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:52:01 +0000 2018,RT @drjustinelee: Do you know the dangers of cold and flu medication to dogs and cats? ASPCA Animal Poison Control Center ,none,none
Tue Mar 27 18:52:01 +0000 2018,RT @Theraflu: Don’t let cold &amp; flu control your day. It’s time to mix it up with the soothing vapors and tea-infused flavors of Theraflu® P…,none,none
Tue Mar 27 18:52:09 +0000 2018,RT @SarahDa15849051: When I finally sleep... I HATE that moment I wake &amp; reality hits me over &amp; over life without my son Dylan who died jus…,none,none
Tue Mar 27 18:52:08 +0000 2018,"RT @Theraflu: Escape the cold and flu with Theraflu® Powders—a powerful combination of comforting, hydrating liquid and multi-symptom relie…",none,none
Tue Mar 27 18:52:11 +0000 2018,Honoured to lead the #NHSFluFighter campaign @NHSHarlow with you @sarahjanelou leading the Flu Champion Forward Party. Onward for achieving 2018 75% target ,none,none
Tue Mar 27 18:52:12 +0000 2018,"I had the flu in December. It seems as if I have some variation of it AGAIN.
I feel like I’ve been hit by a truck ",none,none
Tue Mar 27 18:52:14 +0000 2018,Where the hell did this flu come from?  ,Nairobi,KE
Tue Mar 27 18:52:14 +0000 2018,RT @Theraflu: Take care of 7 symptoms of the cold &amp; flu with New Theraflu® ExpressMax Severe Cold &amp; Flu. ,none,none
Tue Mar 27 18:52:19 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:52:20 +0000 2018,RT @Theraflu: Hit 7 symptoms with New Theraflu® ExpressMax Severe Cold &amp; Flu and win powerful relief! ,none,none
Tue Mar 27 18:52:22 +0000 2018,"@mikuvocal2 Well I think you have several options, like counting sheeps, from 1 to a million or pray (although I don't know if it's something you do), I'm resting, I hate when the flu knocks me down in this way",none,none
Tue Mar 27 18:52:30 +0000 2018,"RT @WGNNews: Second wave of flu may be on the way, CDC warns ",none,none
Tue Mar 27 18:52:32 +0000 2018,RT @arvindvarchaswi: Garlic has powerful anti-viral properties.  #Ayurveda has known this for centuries. Many people who use garlic on a re…,none,none
Tue Mar 27 18:52:46 +0000 2018,RT @_catieelise: “Flu season in Ohio technically lasts from October through May.” More of the year is flu season than not. If that doesn’t…,none,none
Tue Mar 27 18:52:57 +0000 2018,This flu must not even try me abeg o ......,none,none
Tue Mar 27 18:52:59 +0000 2018,RT @WESH: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:53:00 +0000 2018,"@Billcatter That literally just happened to my grandpa a few days ago

Did your grandpa get the flu too?",none,none
Tue Mar 27 18:53:06 +0000 2018,Not more than hunger. ,none,none
Tue Mar 27 18:53:10 +0000 2018,That’s was my first time hooping in weeks  felt like months !! Me having the flu killed me,none,none
Tue Mar 27 18:53:25 +0000 2018,"had flu, prepatellar bursitis and swollen gums coz of my wisdom tooth since i finished uni for easter hahahaa love life",none,none
Tue Mar 27 18:53:38 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:53:39 +0000 2018,RT @16WAPTNews: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:53:42 +0000 2018,RT @_catieelise: “Flu season in Ohio technically lasts from October through May.” More of the year is flu season than not. If that doesn’t…,none,none
Tue Mar 27 18:53:43 +0000 2018,RT @quenblackwell: I have the flu and MY FATHER doesn’t want anything to do with me.....I just wanted a hug. ,none,none
Tue Mar 27 18:53:44 +0000 2018,"RT @CloroxHealth: It’s #flu season, and we are in the thick of it.
Encourage staff to wash hands frequently, get the #FluShot, stay home if…",none,none
Tue Mar 27 18:53:52 +0000 2018,"RT @CatsProtection: Stormzy arrived very ill with cat flu. Left untreated, this condition can kill. Please will you give life-saving care t…",none,none
Tue Mar 27 18:53:53 +0000 2018,Wanna lose weight? Get the flu. Super fast results and constant hunger! What’s not to love!? ,none,none
Tue Mar 27 18:53:55 +0000 2018,RT @aecharlebois: Flu season isn't over yet!  Check out this guide to managing household germs from @seventhgen. #generationgood ,none,none
Tue Mar 27 18:53:55 +0000 2018,RT @Protectcare: Doctors couldn't figure out what was wrong with 9-year-old Fernando — until they realized he had a disease that fewer than…,none,none
Tue Mar 27 18:54:02 +0000 2018,It's not even fair to get this sick with the flu 2 years in a row.  ,none,none
Tue Mar 27 18:54:05 +0000 2018,"@Trumpfan1995 But what about other deaths each year? 40,000+ die from a drug overdose–THERE IS NO EXCUSE FOR THAT! 36,000 people die per year from the flu, far exceeding the criminal gun deaths 34,000 people die per year in traffic fatalities(exceeding gu",none,none
Tue Mar 27 18:54:05 +0000 2018,"RT @CatsProtection: Stormzy arrived very ill with cat flu. Left untreated, this condition can kill. Please will you give life-saving care t…",none,none
Tue Mar 27 18:54:05 +0000 2018,griff just called me &amp; told me he’s been sleeping all day bc he has the stomach flu &amp; his birthday is thursday &amp; we’re going to the cavs game friday so he better get better lemme tell ya,none,none
Tue Mar 27 18:54:09 +0000 2018,so tired of yakking f u stomach flu,none,none
Tue Mar 27 18:54:22 +0000 2018,@ComradeJoyce Man flu. That's worse..,none,none
Tue Mar 27 18:54:24 +0000 2018,Legit got the flu at the worst time possible,none,none
Tue Mar 27 18:54:25 +0000 2018,Starting to have a sore throat... That's how colds or the flu usually start with me... Which would be just oh so great as I'm about to have a few days of free time next week... Meh ,none,none
Tue Mar 27 18:54:30 +0000 2018,RT @Ntebo_Mo: This flu must not even try me abeg o ......,none,none
Tue Mar 27 18:54:32 +0000 2018,"@Millwalllion35 No not flu. It's that mad cold that people have had since Christmas. Mad coughing and bunged up feeling. It keeps coming and going with me, but got worse last night",none,none
Tue Mar 27 18:54:35 +0000 2018,RT @WXII: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:54:48 +0000 2018,"RT @TIME: A second wave of flu may be on the way, according to the CDC ",none,none
Tue Mar 27 18:54:57 +0000 2018,CDC warns second wave of flu has begun –  ,none,none
Tue Mar 27 18:54:59 +0000 2018,@keithgrimes The WHO has been caught taking pharma kickbacks to inflate disease rates so flu vaccine can be sold.,Timbungu,GH
Tue Mar 27 18:55:08 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:55:25 +0000 2018,"Ndine flu, ndi broke. LOL ndim. 
Nothing is exquisite ",none,none
Tue Mar 27 18:55:30 +0000 2018,RT @Reaganryzo: Not more than hunger. ,none,none
Tue Mar 27 18:55:37 +0000 2018,"RT @IittIekookie: ----------HEADLINE -----------

""Power couple, Jimin and Jungkook, are seen coming home from vacation. Jungkook doesn't s…",none,none
Tue Mar 27 18:55:46 +0000 2018,RT @WESH: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:55:52 +0000 2018,Flu season isn't over yet!  Ck out this guide to managing household germs from @seventhgen. #generationgood ,none,none
Tue Mar 27 18:55:57 +0000 2018,"Doctor Blows Whistle on Flu Shot: 'It’s Designed to Spread Cancer'-

Via - @NeonNettle
#NeonNettle",none,none
Tue Mar 27 18:55:58 +0000 2018,"RT @westerndigital: In 2018, 49 US states reported flu activity as ""widespread."" One company, Kinsa, has a way to combat this virus with an…",none,none
Tue Mar 27 18:56:01 +0000 2018,@ModernDayMoms This Braun baby thermometer is a must-have for every mom during cold and flu season. #mothers #moms #babies #health #baby #fluseason #feverready #notouch ,none,none
Tue Mar 27 18:56:06 +0000 2018,CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:56:09 +0000 2018,RT @WESH: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:56:09 +0000 2018,RT @DomiLovesLP: I got this gift from @JJMielosz to our BD Celebration for @ChesterBe. This is our last picture 2gether in 04/17+ so overwh…,none,none
Tue Mar 27 18:56:11 +0000 2018,RT @WXII: CDC warns of second wave of flu virus  ,none,none
Tue Mar 27 18:56:33 +0000 2018,"Alcohol kills bacteria. If I drink enough, this flu will go away",none,none
Tue Mar 27 18:56:39 +0000 2018,Pretty sure I'm getting the flu. Again,none,none
Tue Mar 27 18:56:43 +0000 2018,"@kennyb0y 16 days since I came down with man-flu and I'm  still knackered, falling asleep at the drop of a hat. Must be my age.",none,none
Tue Mar 27 18:56:44 +0000 2018,"RT @inihelene: Alcohol kills bacteria. If I drink enough, this flu will go away",none,none
Tue Mar 27 18:56:49 +0000 2018,"RT @MLive: CDC warns of second flu strain across US, child deaths up to 133 ",none,none
Tue Mar 27 18:56:51 +0000 2018,#CDC warns of second wave of flu #virus - Mar 27 @ 2:56 PM ET  ,none,none
Tue Mar 27 18:57:03 +0000 2018,RT @trchealthcare:  CDC has released recommendations for influenza vaccines for the 2017-2018 influenza season. Down…,none,none
Tue Mar 27 18:57:09 +0000 2018,"RT @inihelene: Alcohol kills bacteria. If I drink enough, this flu will go away",none,none
Tue Mar 27 18:57:25 +0000 2018,"#breaking PM Netanyahu is undergoing medical exams, after he had a high fever.  He just bounced back from a flu.",none,none
Tue Mar 27 18:57:25 +0000 2018,@inihelene Whiskey can actually cure the flu ya know,none,none
Tue Mar 27 18:57:32 +0000 2018,Man the flu is getting worse ,none,none
Tue Mar 27 18:57:40 +0000 2018,I’m a nice guy. I deserve the world  ,none,none
Tue Mar 27 18:57:53 +0000 2018,"@inihelene If only the flu weren't viral, you'd be invincible.",none,none
Tue Mar 27 18:57:55 +0000 2018,"RT @CDCFlu: Overall, H3N2 flu viruses have predominated this season, but latest #FluView shows influenza B viruses are now more common than…",none,none
Tue Mar 27 18:57:58 +0000 2018,Colorado Flu Season: CDC Says New Strain Is More Severe For Kids ,none,none
Tue Mar 27 18:57:59 +0000 2018,"RT @inihelene: Alcohol kills bacteria. If I drink enough, this flu will go away",none,none
Tue Mar 27 18:58:00 +0000 2018,"Heart caths, new knees, flu propel Pardee finances - Hendersonville Lightning ",none,none
Tue Mar 27 18:58:03 +0000 2018,Colorado Flu Season: CDC Says New Strain Is More Severe For Kids ,none,none
Tue Mar 27 18:58:14 +0000 2018,I MIGHT be getting the flu,none,none
Tue Mar 27 18:58:16 +0000 2018,This flu is here to frustrate me ,none,none
Tue Mar 27 18:58:19 +0000 2018,Can’t believe I got the flu ,none,none
Tue Mar 27 18:58:25 +0000 2018,i thought i had a cold but i think it’s the flu ,none,none
Tue Mar 27 18:58:32 +0000 2018,"ThedaCareHealth says the flu restrictions will be lifted Saturday but visitors should still wear masks and wash hands:
 ",none,none
Tue Mar 27 18:58:34 +0000 2018,RT @TheTayaValkyrie: Right???? As if women can’t have the flu or anything else  (RT @HollyMeowy #Throwback) ,none,none
Tue Mar 27 18:58:46 +0000 2018,RT @KHOU: CDC warns second wave of flu has begun  ,none,none
Tue Mar 27 18:58:58 +0000 2018,Yeah breaking news he has flu and will stays on a toilet seat for some day.  ,none,none
Tue Mar 27 18:59:01 +0000 2018,"RT @TIME: A second wave of flu may be on the way, according to the CDC ",none,none
Tue Mar 27 18:59:03 +0000 2018,"RT @TIME: A second wave of flu may be on the way, according to the CDC ",none,none
Tue Mar 27 18:59:16 +0000 2018,CDC warns of second wave of flu virus...second wave especially impacts children. :( #flu #children ,none,none
Tue Mar 27 18:59:22 +0000 2018,me @ tall skinny guys that look like theyre dying from the flu ,none,none
Tue Mar 27 18:59:32 +0000 2018,RT @Ntebo_Mo: This flu must not even try me abeg o ......,none,none
Tue Mar 27 18:59:46 +0000 2018,We are still seeing patients with the flu. Watch yourself,none,none
Tue Mar 27 18:59:47 +0000 2018,"*person with cold/flu walks into the room*

me: THE PLAGUE",none,none
Tue Mar 27 18:59:54 +0000 2018,"A Second Wave of Flu May Be On the Way, CDC Warns - TIME  #health",none,none
Tue Mar 27 19:00:03 +0000 2018,Feeling sick over the thought of getting sick? There are things you can do to prevent the spread of the flu. Handwashing to the tune of “Happy Birthday” is still one of the most effective ways to decrease the chances of illness.  #leapintoaction #leapllc ,none,none
Tue Mar 27 19:00:04 +0000 2018,"A Second Wave of Flu May Be On the Way, CDC Warns - TIME  #health",none,none
Tue Mar 27 19:00:04 +0000 2018,(sigh) ,none,none
Tue Mar 27 19:00:06 +0000 2018,"A Hudson Valley teen lost his feet, hand and more due to complications from the flu. Here’s how you can help the volunteer firefighter and his family. ",none,none
Tue Mar 27 19:00:06 +0000 2018,CDC says 2nd wave of flu virus B has started  ,none,none
Tue Mar 27 19:00:08 +0000 2018,SECOND WAVE: A CDC spokeswoman says B-strain flu viruses tend to be more severe for younger children.  ,none,none
Tue Mar 27 19:00:17 +0000 2018,"It's not too late to get a flu shot! 2018 May Have a Second Wave, CDC Says | Time ",none,none
Tue Mar 27 19:00:17 +0000 2018,"The @CDCgov reports that a second wave of #flu virus B is happening now.
",none,none
Tue Mar 27 19:00:24 +0000 2018,"@sciencemagazine @GeorgiaTech professor and students tackled the question of plane germ levels by boarding the coach section of ten transcontinental flights between 3.5 and 5 hours long during the North American #flu season. #influenza 
 @SmithsonianMag",none,none
Tue Mar 27 19:00:37 +0000 2018,@kissdanieI I think it came from when phil got his flu jab bc in school whoever got an injection got punched,none,none
Tue Mar 27 19:00:41 +0000 2018,@Hot__topic_ Ewwwwww nooo I have the flu ,none,none
Tue Mar 27 19:00:51 +0000 2018,RT @bjweejay: i done caught the flu  ,none,none
Tue Mar 27 19:00:54 +0000 2018,#Flu #season is here. Great article on how IV therapy can help.  #feelgood #getwellsoon ,none,none
Tue Mar 27 19:00:55 +0000 2018,3 Pcs Unisex Dust Allergy Flu Masks Washable Activated Carbon Cotton Breath Healthy Safety Respirator Warm Ski Cycling Half Face Mouth Masks Filters Dust Pollen Allergens Flu Germs Home Surgical Masks  ,none,none
Tue Mar 27 19:01:02 +0000 2018,RT @trysowen_: lmk why when i went to the doctor they said i have flu B an my dad said “suu whoop” i hate him,none,none
Tue Mar 27 19:01:07 +0000 2018,"DON'T FORGET: Student Health Services will be holding their annual Get Yourself Tested event tomorrow, Wednesday, March 28th! FREE STD testing, HPV vaccinations, and flu shots. #USFSHS #GYT #wellnessUSF",none,none
Wed Mar 28 17:54:45 +0000 2018,"@AnabelyPayamps Trying to rest
I am with fever and flu",none,none
Wed Mar 28 17:54:45 +0000 2018,CDC: A second flu outbreak may be here - The Mercury News  ,none,none
Wed Mar 28 18:00:29 +0000 2018,What goes around comes around... ,none,none
Wed Mar 28 18:00:33 +0000 2018,@TT45Pac Just getting over the flu. I'm on day 10 of this miserable thing. Hoping you feel better soon. Plenty of fluids and rest. God Bless you.,none,none
Wed Mar 28 18:00:36 +0000 2018,RT @fox5dc: CDC warns of 2nd wave of flu hitting US and the latest strain impacts small children more severely. DETAILS: ,none,none
Wed Mar 28 18:00:39 +0000 2018,RT @fox5dc: CDC warns of 2nd wave of flu hitting US ,none,none
Wed Mar 28 18:00:49 +0000 2018,On the blog today: Blogger Sarah shares some tips on how to stay happy and healthy this flu season!  ,none,none
Wed Mar 28 18:00:51 +0000 2018,Shining a Deadly New Light on Airborne Flu Virus #health ,none,none
Wed Mar 28 18:00:52 +0000 2018,Pink postpones Montreal concert as she and family battle flu  by   ,none,none
Wed Mar 28 18:00:54 +0000 2018,Up Now CDC warns of second wave of flu: How to separate fact from fiction  via @AJBCSurveys #paid #surveys ,none,none
Wed Mar 28 18:00:59 +0000 2018,America Braces For Epidemic of Projectile Vomiting and Explosive Diarrhea #CDC #flu  ,none,none
Wed Mar 28 18:01:00 +0000 2018,"Our latest edition of #PHEDiseaseDetectives looks at the Spanish Flu pandemic that swept across the world 100 years ago, infecting an estimated 500 million people. Our followers in the #EastofEngland can read it here:  ",none,none
Wed Mar 28 18:01:01 +0000 2018,Man flu just in time for the Easter weekend. - feeling lucky ,none,none
Wed Mar 28 18:01:04 +0000 2018,On the blog today: Blogger Sarah shares some tips on how to stay happy and healthy this flu season!  ,none,none
Wed Mar 28 18:01:11 +0000 2018,"Influenza B may start a second wave of flu. A Second Wave of #Flu May Be On the Way, #CDC Warns. #influenzaB  ",none,none
Wed Mar 28 18:01:14 +0000 2018,The 1918 flu   gets discussed on @hellbenthorror Ep 022,none,none
Wed Mar 28 18:01:16 +0000 2018,"RT @BelindaJones68: Anyone else been knocked for six by a pseudo-flu?  Cold symptoms, headaches body aches &amp; pains, dizziness but not a 'fu…",none,none
Wed Mar 28 18:01:18 +0000 2018,"Man, when I was a kid not even the worst flu/pneumonia/bronchitis could slow me down.  Now? A common cold throws me off for like 2 weeks.",none,none
Wed Mar 28 18:01:20 +0000 2018,"Environment Ministry: One Case of H5N8 Avian Flu Recorded in Saudi Arabia in Previous 24 Hours.

#SPAGOV",none,none
Wed Mar 28 18:01:21 +0000 2018,"Damn, the flu done ran thru the house like Thanos.",none,none
